symbol	unit	chapter_at	chapter_n	later_at	later_n	chapter_line	later_line
messages	条	chapters/r5-session-state-and-persistence.md:160	1	notes/r8d-raw-self-repair.md:2396	824	这一条也是写死在 docstring 里的:`Canonical ``sessions`` / ``messages`` rows are never modified.`	因果:`sessions` 的 b-tree 比 `messages` 坏得更狠 → 抢救到了 20,817 / 20,824 条消息,
dispatch	个	chapters/r7c-gateway-periphery-and-scheduling.md:168	3	notes/r8d-str-gateway-and-ops.md:931	1	`dispatch`(23 条,忙时也照跑)、`interrupt_then_dispatch`(**2 条注册项,对应三个可敲的名字**:	| `hermes_cli/windows_ssh_runtime.py` | 508 | 原生 Windows 上 Desktop **SSH 后端**生命周期的信任边界:用 Win32 安全描述符把 token/lock/log 文件限
run_conversation	个	chapters/r2-turn-loop-and-model-access.md:57	1	notes/r8d-str-kanban-and-work.md:788	3	`run_conversation` 只是个转发器,真正的循环在 `agent/conversation_loop.py`——一个把整个 agent 对象当	| 依赖注入 | 直接调 `run_conversation` | 注入 `run_turn` / `task_status_fn` / `block_fn` 三个可调用对象(为可测) |
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8d-str-setup-and-ux.md:49	2	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
config.yaml	个	chapters/r8a-configuration-surface.md:204	1	notes/r8d-str-setup-and-ux.md:49	2	也就是说,用户可以在 `config.yaml` 里写一个**任意名字**的顶层标量,给技能脚本和外部程序	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r8d-str-setup-and-ux.md:49	2	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8d-str-setup-and-ux.md:49	2	四个消费面实跑对照(全新安装,没有 `config.yaml`):	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8d-str-setup-and-ux.md:49	2	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
config.yaml	个	chapters/r8c-dashboard-and-web.md:412	1	notes/r8d-str-setup-and-ux.md:49	2	| ■ | `hermes_cli/web_server.py:2453`、`:2573` | 同一个 `config.yaml`:读端点 403、写端点 200;可清空 `approvals.deny` |	**结论:只有两个出口 —— `config.yaml` 和 `.env`,而且用的就是 R8A 精读过的那两个函数。**
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9a-01-scope-and-split.md:30	8	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	另外 8 个挂在 `round=R9`(R8D 表里叫「研究管线」)。两者的 `status` 完全一样,
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9a-01-scope-and-split.md:30	8	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	另外 8 个挂在 `round=R9`(R8D 表里叫「研究管线」)。两者的 `status` 完全一样,
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9a-01-scope-and-split.md:114	8	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	- 那 8 个 L1 文件的 `status` 同样是 `R1-inventoried`,与 171 个的处境完全一样;
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9a-01-scope-and-split.md:114	8	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	- 那 8 个 L1 文件的 `status` 同样是 `R1-inventoried`,与 171 个的处境完全一样;
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9a-01-scope-and-split.md:146	1	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	**这里要说清一个容易混淆的点**:`round` 列是**计划**,`status` 列是**事实**。
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9a-01-scope-and-split.md:146	1	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	**这里要说清一个容易混淆的点**:`round` 列是**计划**,`status` 列是**事实**。
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r9a-01-scope-and-split.md:185	895	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	**L3 从来没有任何一轮完成过任何一个文件。** 1,895 个 L3 文件,`status` 清一色 `R1-inventoried`:
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r9a-01-scope-and-split.md:185	895	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	**L3 从来没有任何一轮完成过任何一个文件。** 1,895 个 L3 文件,`status` 清一色 `R1-inventoried`:
max_iterations	个	chapters/r2-turn-loop-and-model-access.md:110	2	notes/r9a-90-rulings.md:359	15	**设计**:循环条件同时看两个上限——模型调用计数不超过 `max_iterations`(构造默认 **90**),和一个可退款的	文档 322–339 行列出的 15 个带默认值的参数里,除 `max_iterations` 外的 14 个与代码完全一致:
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9a-90-rulings.md:514	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	(这一处走的是 `requests`,`urlopen` 的普查**抓不到它**)。这一点已作为交叉校验
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9a-h-r8d-ef-surveys.md:17	99	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	| **H-R8D-e** 带凭据的裸 `urlopen` | **关闭并加重** | 个例属实但**不是最严重的那个**;普查在 99 个非测试裸 `urlopen` 里找出 **44 个带凭据**、其中 **21 个 URL 可控**;
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9a-h-r8d-ef-surveys.md:17	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	| **H-R8D-e** 带凭据的裸 `urlopen` | **关闭并加重** | 个例属实但**不是最严重的那个**;普查在 99 个非测试裸 `urlopen` 里找出 **44 个带凭据**、其中 **21 个 URL 可控**;
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9a-h-r8d-ef-surveys.md:31	99	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	**结论先行:仓库自己写了一个专门解决"凭据跟着重定向跑到别的主机"的封装,但它是"可选的库函数",不是"强制的通道"。全仓 99 个非测试裸 `urlopen` 里只有 5 处调用它。**
models.py	个	chapters/r8d-self-custody.md:19	2	notes/r9a-h-r8d-ef-surveys.md:129	1	3. **"唯一真理源"出现了两个,而这不是 bug**:`models.py` 用面向用户的 slug、	`models.py` 自己建了一个内部出口,把"目录抓取"这一类请求统一收口:
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9a-h-r8d-ef-surveys.md:302	4	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	3. **不排除文档/网站**:`website/docs/**` 的 4 处 `urlopen` 是教程示例代码,不构成产品行为,
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9a-h-r8d-ef-surveys.md:642	2	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	**自己发请求**的 2 个(`actual` 裸 `urlopen`、`anthropic` 走封装)、
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9a-h-r8d-ef-surveys.md:816	99	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	- 普查把"还有多少带凭据"这个问题答完了:**99 个非测试裸 `urlopen` 里 44 个带凭据**,
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r9a-h-r8d-ef-surveys.md:1021	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	`urlopen` identity"(§1.1 代码块)。同一个仓库里,两种测试接缝的设计取向正好相反。
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9a-raw-async-delegation.md:217	3	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	`tools/delegate_tool.py` 3 处(全部是 `_batch` 那个)、其余 17 处**全在 `tests/`**。
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r9a-raw-curator.md:150	2	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	只带 `skills` + `terminal` 两个工具集的 AIAgent,把候选清单甩给它,让它把
enabled	个	chapters/r8a-configuration-surface.md:1649	3	notes/r9a-raw-curator.md:906	2	文档说"你可以定制发现行为",给出 `enabled` / `provider_filter` / `refresh_interval` 三个键。	两个字段(因为 `next_run_at`、`enabled` 是快照之后被调度器和用户改过的活状态)。
session_id	个	chapters/r7c-gateway-periphery-and-scheduling.md:430	7	notes/r9a-raw-delegate-tool.md:491	1	**七个,一个都不存在。** 于是落盘文件里永远没有 `session_id`,	孩子有自己的 `session_id` 但写在同一个库里,并记下父会话。
session_id	个	chapters/r7c-gateway-periphery-and-scheduling.md:430	7	notes/r9a-raw-delegate-tool.md:2128	1	**七个,一个都不存在。** 于是落盘文件里永远没有 `session_id`,	### 5.7 一个贯穿性的键错位:`task_id` 与 `session_id`
session_id	个	chapters/r7c-gateway-periphery-and-scheduling.md:430	7	notes/r9a-raw-delegate-tool.md:2153	3	**七个,一个都不存在。** 于是落盘文件里永远没有 `session_id`,	三个键(`session_id` / `subagent_id` / `"default"`)互不相等,所以 `close()` 的第 1~4 步对子 agent
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r9a-raw-delegate-tool.md:2855	7	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	**交集为空**时,回退把 7 个**全部**授予,包括 `terminal` / `write_file` / `patch`。
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9a-raw-egress.md:536	6	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	(A) 六处 import,其中三处在 `tests/`;(B) 后端文件里**只有 `docker.py` 接了 egress**;
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r9a-raw-egress.md:717	11	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	默认参数是 `None`,而 `cmd_setup` **永远**传入"默认 11 个 + extra";要收窄只能绕过 CLI 直接调 API
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r9a-raw-egress.md:717	11	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	默认参数是 `None`,而 `cmd_setup` **永远**传入"默认 11 个 + extra";要收窄只能绕过 CLI 直接调 API
config.py	个	chapters/r4-execution-environments.md:632	2	notes/r9a-raw-egress.md:1768	1	**场景(一次并发覆盖故障)**:两个子代理在同一进程、同一文件系统上并发干活。子代理 A 读了 `config.py`,	一个照着这份地图去加配置项的贡献者会在 `config.py` 里找不到落点。
source	个	chapters/r4-execution-environments.md:21	1	notes/r9a-raw-learning-graph.md:141	2	开工时把这些状态 dump 进一个文件,每条命令跑之前先 `source`(加载)它、跑完再重新 dump——制造出	技能来自两个根,`source` 就是根的名字:
agent.reasoning_effort	个	chapters/r8a-configuration-surface.md:387	1	notes/r9a-raw-learning-graph.md:1130	3	`agent.reasoning_effort`(控制模型思考力度的开关)是一个**真正被支持、真正被读**的键:	这段话里三个子句:①「是全局 `agent.reasoning_effort` 的按任务对应物」——成立;
agent.reasoning_effort	个	chapters/r8a-configuration-surface.md:432	2	notes/r9a-raw-learning-graph.md:1130	3	本轮确证了其中 **2 个**(`agent.reasoning_effort`、`agent.system_prompt`)	这段话里三个子句:①「是全局 `agent.reasoning_effort` 的按任务对应物」——成立;
terminal	条	chapters/r3-tool-infrastructure.md:44	1	notes/r9a-raw-research-pipeline.md:622	2	你对 agent 说"看看我服务器上有没有异常进程"。模型回复"我要调用 `terminal`,命令是 `ps aux | grep -i suspicious`"。这一次工具调用,在 harness 内部要经过一条固定的流水线:	struct 类型。第 1 条只有 `terminal` 键、第 2 条只有 `web_search` 键 → 两条推出来的 struct 不同 →
AIAgent	个	chapters/r7-gateway-session-core.md:589	1	notes/r9a-raw-research-pipeline.md:1577	10	构建一个 `AIAgent`(LLM 客户端、工具 schema、memory provider、MCP 连接)很贵,网关按	它把整个 `AIAgent`(1.2 万行、几十个工具、审批、记忆、压缩、provider 池)**换成 732 行**,
HERMES_HOME	个	chapters/r8a-configuration-surface.md:343	2	notes/r9a-raw-skills-agent-side.md:41	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	先把问题演出来。我在临时 `HERMES_HOME` 里放一个 skill,它声明了一个 config 变量、
cli.py	处	chapters/r8b-cli-trunk-and-interaction.md:370	1	notes/r9a-raw-skills-agent-side.md:206	4	**而 `cli.py` 全文没有任何一处提到 `whoami`**——分发链里没有它的分支。	非测试命中 4 处,全在 `cli.py`,其中 3 处是转发壳和定义)。
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9a-raw-skills-agent-side.md:2625	2	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	去掉 `tests/`,只有两处命中——`agent/skill_preprocessing.py` 自己的正则与替换、
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r9a-raw-skills-sync.md:772	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r9a-raw-skills-sync.md:772	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r9a-raw-skills-sync.md:772	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r9a-raw-skills-sync.md:772	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r9a-raw-skills-sync.md:772	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r9a-raw-skills-sync.md:772	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	所以一个写进 `config.yaml` 的 `sync.base_url` 既生效、又不会被 `hermes doctor` / 配置校验提示。
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9b-raw-image.md:471	5	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	搜索面(全仓 `.py`,排除 `tests/`)。**必须限定到 image_gen 的那一个** —— 全仓另有一个同名但完全无关的函数,指的是推理 provider,裸搜 `get_active_provider` 会把它连同 5 处
getattr	个	chapters/r7b-platform-integration.md:821	3	notes/r9b-raw-image.md:1590	7	优雅降级是真的,但那三个的降级实现在**调用点的类型探测**——调用方自己 `getattr` 探一下	**这里就是本簇唯一的重试点**:`_maybe_retry_request` 是 `fal_client.client` 的私有函数,通过 `getattr` 借用。这是**刻意寄生 SDK 内部 API**——七个 `getattr(c
cli.py	个	chapters/r8a-configuration-surface.md:325	2	notes/r9b-raw-pet.md:138	1	第二个装载器在 `cli.py`(交互式命令行和终端界面走它),它自带**另一份默认值字面量**:	1. **基础 CLI 内嵌面板** —— `cli.py`。pet 是 prompt_toolkit 的一个 `Window`,
cli.py	个	chapters/r8a-configuration-surface.md:421	89	notes/r9b-raw-pet.md:138	1	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	1. **基础 CLI 内嵌面板** —— `cli.py`。pet 是 prompt_toolkit 的一个 `Window`,
cli.py	个	chapters/r8b-cli-trunk-and-interaction.md:214	24	notes/r9b-raw-pet.md:138	1	一层 `update` 只会让**三层深**的键丢兄弟,`cli.py` 的默认值里这样的子树**恰好 4 棵、共 24 个叶子**。	1. **基础 CLI 内嵌面板** —— `cli.py`。pet 是 prompt_toolkit 的一个 `Window`,
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r9b-raw-present.md:70	2	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	省掉约 50 ms 冷启动。代价是两个模块级 `None` 变量 + 一个 `_load_auxiliary_client()` 守卫,
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r9b-raw-present.md:70	2	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	省掉约 50 ms 冷启动。代价是两个模块级 `None` 变量 + 一个 `_load_auxiliary_client()` 守卫,
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r9b-raw-present.md:551	14	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	排除 `tests/`,命中 14 处,逐条判读后**没有一处**在视觉/图片链路上:
ContextVar	个	chapters/r7-gateway-session-core.md:237	18	notes/r9b-raw-present.md:1248	1	**身份**:`gateway/session_context.py` 用 18 个 `ContextVar`(Python 的任务局部变量,	选 `ContextVar` 而非模块全局的理由也写明了:一个进程里可能同时跑多个 agent
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r9b-raw-present.md:2103	3	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	**◇-2 三个配置键有读取点但 `DEFAULT_CONFIG` 里没有条目**,因此
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r9b-raw-present.md:2103	3	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	**◇-2 三个配置键有读取点但 `DEFAULT_CONFIG` 里没有条目**,因此
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r9b-raw-present.md:2103	3	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	**◇-2 三个配置键有读取点但 `DEFAULT_CONFIG` 里没有条目**,因此
video_gen	个	chapters/r8a-configuration-surface.md:1418	2	notes/r9b-raw-video.md:26	1	**`"web"` 就在那儿。** 更要命的是,注释自己说了 `web` 与 `video_gen` 这两个类目	toolset 名 `video_gen`)——一个工具 `video_generate`,后端由插件注册,**同步阻塞直到视频出来**。
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r9b-raw-video.md:136	6	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	- `terminal` 集合刻意收了 6 个词,涵盖不同厂商的措辞(`completed` vs `succeeded`,
video_gen	个	chapters/r8a-configuration-surface.md:1418	2	notes/r9b-raw-video.md:1925	1	**`"web"` 就在那儿。** 更要命的是,注释自己说了 `web` 与 `video_gen` 这两个类目	**(1) toolset 归属**:它注册在 `video_gen` 下,和 `video_generate` 同一个 toolset。
cli.py	个	chapters/r8a-configuration-surface.md:325	2	notes/r9b-raw-voicein.md:1152	1	第二个装载器在 `cli.py`(交互式命令行和终端界面走它),它自带**另一份默认值字面量**:	| `cli.py` 的 `self._voice_mode` / `self._voice_continuous` | CLI 实例上的开关 | 一个 CLI 进程 |
cli.py	个	chapters/r8a-configuration-surface.md:421	89	notes/r9b-raw-voicein.md:1152	1	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	| `cli.py` 的 `self._voice_mode` / `self._voice_continuous` | CLI 实例上的开关 | 一个 CLI 进程 |
cli.py	个	chapters/r8b-cli-trunk-and-interaction.md:214	24	notes/r9b-raw-voicein.md:1152	1	一层 `update` 只会让**三层深**的键丢兄弟,`cli.py` 的默认值里这样的子树**恰好 4 棵、共 24 个叶子**。	| `cli.py` 的 `self._voice_mode` / `self._voice_continuous` | CLI 实例上的开关 | 一个 CLI 进程 |
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9c-90-handover-rulings.md:232	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	字符串常量 `"Authorization"` 与一处 stdlib 发送调用(`urlopen` / `opener.open` / `open_credentialed_url`)。
urlopen	处	chapters/r8d-self-custody.md:328	5	notes/r9c-90-handover-rulings.md:250	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	*本普查自身的一处修正(留痕):初版把「发送点」只定义为 `urlopen` / `opener.open`,
deepinfra	个	chapters/r9b-multimodal-delivery.md:447	2	notes/r9c-90-handover-rulings.md:264	7	实跑对照(两个密钥都配好):`groq` 两侧都通过;`deepinfra` 在唤醒侧通过、在语音模式侧不通过。	第三份(漂掉的那份)只有 7 个名字,缺 `deepinfra`:
agent/conversation_loop.py	个	chapters/r2-turn-loop-and-model-access.md:57	1	notes/r9c-raw-codex-transport.md:18	4	`run_conversation` 只是个转发器,真正的循环在 `agent/conversation_loop.py`——一个把整个 agent 对象当	方法:先读四个文件全文,再顺着调用方(`agent/codex_runtime.py`、`agent/conversation_loop.py`、
run_agent.py	个	chapters/r1-what-is-hermes-agent.md:140	1	notes/r9c-raw-codex-transport.md:19	19	举一个已经查实的例子,让你感受这条铁律为什么重要:AGENTS.md 说 agent 的核心循环"在 `run_agent.py` 里,	`hermes_cli/runtime_provider.py`、`run_agent.py`)确认每个机制的真实入口,最后跑 19 个相关测试文件
run_agent.py	个	chapters/r2-turn-loop-and-model-access.md:56	1	notes/r9c-raw-codex-transport.md:19	19	**先说一个会绊倒你的事实**:这个循环**不在**名字最像的 `run_agent.py` 里。那个文件里的	`hermes_cli/runtime_provider.py`、`run_agent.py`)确认每个机制的真实入口,最后跑 19 个相关测试文件
HERMES_HOME	个	chapters/r8a-configuration-surface.md:343	2	notes/r9c-raw-relay-and-plugin-llm.md:162	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	`RelayHostRegistry` 按 profile key(= 解析后的 `HERMES_HOME` 绝对路径)各持有一个宿主。
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8a-configuration-surface.md:204	1	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	也就是说,用户可以在 `config.yaml` 里写一个**任意名字**的顶层标量,给技能脚本和外部程序	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
config.yaml	个	chapters/r8c-dashboard-and-web.md:412	1	notes/r9c-raw-relay-and-plugin-llm.md:1703	4	| ■ | `hermes_cli/web_server.py:2453`、`:2573` | 同一个 `config.yaml`:读端点 403、写端点 200;可清空 `approvals.deny` |	| plugin_llm | 进程内(插件模块) | 只有结果文本、用量、provider/model 名 | 原始 OAuth token 与 API key(模块 docstring 明述) | `config.yaml` 的四个 `a
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r9c-raw-secret-sources.md:2136	4	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	### ◇-2:`secrets` 段有四个键不在 `DEFAULT_CONFIG` 里
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r9c-raw-secret-sources.md:2136	4	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	### ◇-2:`secrets` 段有四个键不在 `DEFAULT_CONFIG` 里
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r9c-raw-secret-sources.md:2136	4	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	### ◇-2:`secrets` 段有四个键不在 `DEFAULT_CONFIG` 里
api_mode	种	chapters/r2-turn-loop-and-model-access.md:32	4	notes/r9c-raw-transport-contract.md:829	2	3. **多协议适配**。一个循环驱动四种完全不同的模型服务协议,靠一个叫 `api_mode` 的字符串分流,细节全部	**◇ 定案 2**:`api_mode` 这个字段承担了两种不同性质的取值——四个是"线上协议",
api_mode	种	chapters/r2-turn-loop-and-model-access.md:336	4	notes/r9c-raw-transport-contract.md:829	2	**设计**:把"用哪种线协议"抽象成一个字符串 `api_mode`(线协议:两台机器之间约定的数据格式)。四种取值	**◇ 定案 2**:`api_mode` 这个字段承担了两种不同性质的取值——四个是"线上协议",
